author,date,headlines,read_more,text,ctext
Radhika Chugh,"31 Jul 2017,Monday",Delhi government to fix rules for road dust disposal ,http://www.hindustantimes.com/delhi-news/govt-to-fix-rules-for-disposing-of-road-dust-to-curb-air-pollution-in-delhi/story-Hhx6LtS0zOuMslDwlOlQDM.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ,"Delhi's Department of Environment is reportedly drawing a standard operating procedure to dispose the road dust collected by more than a dozen mechanical sweepers in order to control the air pollution level in the city. Additionally, the Public Works Department has floated a tender to procure six more sweeping machines this year.","The state environment department is drawing up a plan to properly dispose of tonnes of road dust that is collected by mechanical sweepers every day.The city has more than a dozen mechanical sweepers which keeps the road free of dust. More such vehicles are being procured by both the civic bodies and the PWD.?There is, however, no proper mechanism or standard operating procedure on how to dump the dust collected so that they don?t return to the city after disposal,? said a senior official of the state public works department.Road dust is one of the major contributors to the particulate pollutants in Delhi?s air. The mechanical sweepers were introduced as manual sweeping by brooms blow more dust particles in air than it cleans off the ground. Data from Central Pollution Control Board shows that after a lull of five years post 2010, the level of particulate matter in Delhi?s air has shot up. Microscopic particles, PM10 and PM2.5, are responsible for dangerous pulmonary and cardiac problems.At present the dust collected is mostly taken to the landfill sites and dumped. When the wind blows these particles return to the city rendering the entire sweeping process ineffective.?Even a light wind would be able to raise a dust storm if the dumped dust is not dampened with water or have a green cover over it. The plan that is being formulated have taken into consideration all these factors,? said an official of the state environment department. Earlier in June, the Lieutenant Governor of Delhi, Anil Baijal, during a meeting to review the status of measures taken by various agencies to combat air pollution in Delhi had directed the Delhi Pollution Control Committee to come up with a standard operating procedure to come up with a disposal plan.?We have already drawn up a draft plan for the proper disposal of the road dust that is collected by the mechanical sweepers. The plan has been sent to the civic bodies and PWD for suggestions. Once we receive the suggestions we would finalise the plan,? said a senior officer of the state environment department.While the New Delhi Municipal Council has five machines which are functional and are capable of cleaning major avenue roads of NDMC areas, the PWD has six machines. The South Delhi Municipal Corporation has recently procured six machines.More such sweepers are expected to join the fleet as the PWD has floated a tender to purchase six more machines which are expected to be delivered by September, 2017. The two other MCDs also expect to get the first lost of mechanical sweepers very soon."
Arshiya Chopra,"31 Jul 2017,Monday",Assam woman kills husband for raping teen daughter,http://www.hindustantimes.com/india-news/assam-woman-kills-husband-for-allegedly-raping-teenage-daughter/story-SBEqGZJUhWb6VlanJcaHxO.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ,"A woman in Assam killed her husband for allegedly raping their teenage daughter. ""The woman alleges that her husband routinely misbehaved with their daughter and had even raped her. That's the reason she decided to kill him,"" police said. Husband's body was found in a field by villagers and bore several wound marks, probably inflicted by a sharp dagger. ","A 45-year old man in Assam?s in Lakhimpur district was murdered by his wife on Sunday for allegedly raping the couple?s teenage daughter. Manik Narah, a resident of Nowboicha in upper Assam, was killed by his wife Junaki who accused  him of raping their daughter on several occasions. ?The woman alleges that her husband routinely misbehaved with their daughter and had even raped her. That?s the reason she decided to kill him,? Sudhakar Singh, superintendant of police Lakhimpur told HT. Narah?s body, which bore several wound marks, was found from a field by villagers. Preliminary investigation suggests he may have died due to excessive bleeding from injuries inflicted by a sharp dagger.Despite her allegations of rape and sexual misconduct, Junaki had not filed any complaint against her husband with the police. ?We believe two more people, who are on the run, were involved in the murder. The woman has been arrested and investigations are on to ascertain the exact reason for the murder,? said Singh. Police quoting villagers say the victim used to misbehave with other girls in the area. "
Arshiya Chopra,"31 Jul 2017,Monday",Petrol bomb hurled at RSS office in Kerala,http://www.hindustantimes.com/india-news/petrol-bomb-hurled-at-rss-office-stones-pelted-on-cpi-m-office-in-kerala/story-cO9xVHBnGAr8DqgYAHYuaI.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ,"A Kerala BJP unit has alleged that CPI(M) workers hurled a petrol bomb at an RSS office in the state, causing damage to the building. This was followed by CPI(M) blaming BJP-RSS activists for pelting stones at a committee office of CPI(M) trade union-wing CITU. Notably, the state has been witnessing unrest after an RSS worker was killed last week.","Stones were on Monday thrown at the district committee office of the CPI-M?s trade union wing CITU while a petrol bomb was hurled at the RSS district office in fresh incidents of violence in Kottayam.The BJP district unit alleged that CPI(M) workers hurled a petrol bomb at the RSS district office, causing extensive damage to the building situated at Thirunakkara in the town.They slammed the police for not taking steps to provide adequate security cover for RSS-BJP offices in the town.Window panes of the CITU office were damaged in the attack believed to be carried out by a gang of five men who reached there on three motorcycles at 2.30am, police said. They hurled stones at the office, police said.Condemning the incident, the CPI(M) Kottayam district secretary VN Vasavan alleged that BJP-RSS activists were behind the attack.He alleged that BJP-RSS workers destroyed publicity boards and hoardings of CPI(M) and its allied organisations during their dawn-to-dusk hartal in the town on Sunday.Eight RSS-BJP workers have been taken into custody in this connection, police said.The BJP had called for a dawn-to-dusk state-wide hartal on Sunday to protest the killing of RSS worker Rajesh near Thiruvanathapuram on Saturday.Kottayam district police chief N Ramachandran visited the offices targeted by the miscreants.Adequate police security has been provided to offices of CPI(M), CITU, RSS and the BJP following the incident, police said.The state had been witnessing a series of violent incidents allegedly involving BJP-RSS and CPI-M workers with the state capital Thiruvanathapuram rocked by incidents of attacks on houses of rival partymen in the past few days. "
Dishant Sharma,"31 Jul 2017,Monday","Indian shuttlers win men's singles, doubles gold in Lagos",http://www.hindustantimes.com/other-sports/c-rahul-yadav-manu-attri-b-sumeeth-reddy-clinch-titles-at-lagos-open-badminton/story-AAlbw104DSCbiZmWLHm6eJ.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ,"Indian shuttler C Rahul Yadav and the men's doubles pair of Manu Attri and B Sumeeth Reddy clinched the men's singles and men's doubles title respectively at Lagos International challenge in Nigeria. The 19-year-old Yadav defeated compatriot Karan Rajan Rajarajan 21-15, 21-13 in the men's singles final, while in the women's singles, India's Mugdha Agrey won the silver medal.","Indian shuttler C Rahul Yadav and men?s doubles pair of Manu Attri and B Sumeeth Reddy clinched the men?s singles and men?s doubles title respectively at Lagos International challenge in Nigeria.Fourth-seeded Rahul surpassed compatriot Karan Rajan Rajarajan 21-15 21-13 in the summit clash to lay claim to the title at the Molade Okoya-Thomas Hall of the Teslim Balogun Stadium on Saturday.The 19-year-old, who had won the Mauritius Open last year, stunned top-seed and World No. 55 Misha Zilberman in the semifinals.READ?|?PV Sindhu appointed as Deputy Collector in Andhra Pradesh governmentA shuttler from Gopi Chand Academy, Rahul had recently won the bronze medal in the Russain Open Grand Prix.In the doubles summit clash, top-seeds Manu and Sumeeth, who played at the Rio Olympics, defeated local pair of Godwin Olofua and Anouluwapo Juwon Opeyori 21-13 21-15.In women?s singles, India?s Mugdho Agrey finished as runners-up after losing 12-21 14-21 to Sri Lanka?s Thilini Pramodika Hendahewa in the finals."
Chhavi Tyagi,"31 Jul 2017,Monday","Nitish-BJP alliance unfortunate, against mandate: Sharad ",http://www.hindustantimes.com/india-news/sharad-yadav-breaks-silence-on-nitish-kumar-s-bihar-flip-says-doesn-t-agree-with-decision-to-go-with-bjp/story-qhLfab2CithgXSUBMJKRnL.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ,"Senior JD(U) leader Sharad Yadav on Monday termed party chief Nitish Kumar's decision to join hands with the BJP again as unfortunate and against the people's mandate. ""I don't agree with the decision in Bihar. It is unfortunate. The mandate of the people (2015 Bihar Assembly Polls) was not for this,"" he added.","Senior Janata Dal (United) leader Sharad Yadav on Monday said he didn?t agree with the decision in Bihar, calling it unfortunate in his first comments on his party walking out of the ruling grand alliance and going back to the BJP.Talking to mediapersons in Delhi, Yadav said the mandate was not for the JD (U) to join hands with the BJP.?I don?t agree with the decision in Bihar. It is unfortunate,? Yadav told reporters outside Parliament.?The mandate of the people (2015 Bihar assembly polls) was not for this,? the Rajya Sabha member said.Bihar chief minister Nitish Kumar had on July 26 resigned his position, ending his party?s two-year tie-up with the Rashtriya Janata Dal and the Congress. Kumar, who is also the JD (U) president, returned as the chief minister in less than 18 hours with the backing of the BJP with which he had broken ties in 2013.Kumar walked out of the ruling coalition citing corruption charges against his deputy Tejashwi Yadav, who is the son of and RJD chief Lalu Prasad.While some senior JD (U) leaders have publically spoke against Kumar?s move, Yadav had not said anything until Monday. The RJD and the Congress have accused Kumar of being an opportunist and joining hands with ?communal and fascist forces? he had promised to take on.Reports have said Kumar and finance minister Arun Jaitley spoke to Yadav and tried to mollify him.Prasad said on Saturday he had spoken to Yadav and invited him to lead the fight against the BJP and Kumar.Kumar?s decision to end the so-called grand alliance not only altered dramatically the political scenario in India?s third most populous state but also dealt a blow to the opposition parties looking to replicate the Bihar model to take on the BJP in the 2019 Lok Sabha election."
Parmeet Kaur,"31 Jul 2017,Monday",Students 'forced to offer namaz' at a school in Haryana,http://www.hindustantimes.com/delhi-news/mewat-issue-of-students-being-forced-to-offer-namaz-came-to-light-after-transfer-applications/story-wCA4qCCX1gabExTwtrfrfI.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ,"Two boys at a school in Haryana's Mewat were allegedly forced to recite the Quran and adopt Islam. This was revealed in their application asking for a transfer and school leaving certificate. An enquiry was set up in the matter which revealed that along with the teachers, some fellow students also forced them to offer namaz with them.","The incident of two boys being allegedly forced to recite the Quran and espouse the cause of Islam at a Mewat school came to light after they applied for a School Leaving Certificate and a transfer.?On the face of it, it was a simple transfer application. But the devil was in the details. The deputy commissioner immediately sent a team to the school and appropriate action was taken,? Shamim Ahmed, project officer of the Mewat Development Agency (under which the  school is run), and one of the members of the inquiry committee who would look into the issue, said.Officials said they further got to know later that not only the teachers, against whom action was taken on Friday, but also some students of school in Madhi village, allegedly forced the students to offer namaz with them, and follow Islam.?When I complained on July 22, I didn?t name any of the teachers. I said that the boys were being forced and threatened in the school, and more particularly in the hostel,? said 40-year-old Pushpa Bhardwaj, mother of Sagar Bhardwaj, a class 9 student.Only three out of the 207 students in the school were Hindus - two of whom are cousins Sagar Bharadwaj and Kaushal Vashisht (class 8 student).Kaushal?s father, Mohan Sharma, added that the only solution he could think of was getting his son out of the school.?Kaushal and Sagar had joined the school from this session and wanted to stay at the hostel, so we let them,? Kaushal?s father said.The third Hindu student, a Class 9 student, filed a complaint to the school principal on Saturday, a day after the district officials inspected the school.Sagar?s mother said that the complaint of the third student, mentions even more grievous charges. ?I am troubled by the teachers and the students who force us (Hindu students) to offer namaz, follow Islamic norms. The teachers often say bad things about other religions,? the complaint reads."
Deepali Aggarwal,"31 Jul 2017,Monday",Ten killed as Venezuela's constitutional vote turns violent,http://www.hindustantimes.com/world-news/venezuela-vote-turns-violent-10-killed-as-troops-crack-down-on-protesters/story-M5rDG36PeyNxte4JeGvbkK.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ,"At least 10 people, including an election candidate, were killed on Sunday in violent protests which erupted as the country voted for a new legislative body tasked with rewriting the Constitution. The country's opposition parties boycotted the vote, which they say is aimed at consolidating President Nicolas Maduro's power and is a bid to install a dictatorship.","A wave of bloodshed swept Venezuela on Sunday as troops cracked down on violent protests against elections to choose the members of a powerful assembly that President Nicolas Maduro has tasked with writing a new constitution.Protesters attacked polling stations and barricaded streets around the country, drawing a bloody response from security forces, who opened fire with live ammunition in some cases.At least 10 people were killed, prompting the United States to threaten further ?strong and swift? sanctions on Maduro?s government.Senior opposition leader Henrique Capriles called on Venezuelans to continue defying the deeply unpopular Maduro with new protests against the election and the ?massacre? he said accompanied it.?We do not recognize this fraudulent process,? he said at the close of voting, calling for nationwide marches Monday and a mass protest in Caracas Wednesday, the day the new ?Constituent Assembly? is due to be installed.Maduro has decreed a ban on protests during and after the vote, threatening prison terms of up to 10 years.The socialist president is gambling his four-year rule on the 545-member assembly, which will be empowered to dissolve the opposition-controlled congress and rewrite the constitution.But the unrest fueled fears that his insistence on convening the assembly -- despite months of demonstrations and fierce international criticism -- would only plunge the country deeper into chaos.Ten deadProsecutors said 10 people were killed in violence around the vote, bringing the death toll in four months of protests to some 120 people.Those killed included a candidate for the new assembly, a regional opposition leader, two teenage protesters and a soldier in the western state of Tachira, which saw some of the worst violence.In eastern Caracas, seven police were wounded when an improvised explosive targeted their motorcycle convoy.National guard troops used armored vehicles, rubber bullets and tear gas to disperse protesters blocking roads in the west of the capital.Soldiers also violently moved against protesters in the second city of Maracaibo, in the west, and Puerto Ordaz in the east.The opposition had called for a boycott and mass demonstrations against the election, which it condemned as a bid to install a dictatorship.?This constituent assembly is being born in a bloodbath. It is born illegitimate,? said Nicmer Evans, a prominent socialist turned Maduro critic, alleging widespread irregularities.Maduro vote glitchMaduro kicked off voting by casting his ballot in a west Caracas polling station.?I?m the first voter in the country. I ask God for his blessings so the people can freely exercise their democratic right to vote,? he said. He was accompanied by his wife, Cilia Flores, a candidate for the new assembly.He got a technological snub when he scanned his ID card at the polling station and the screen spit out the words, ?This person does not exist or the ID was canceled.?Maduro, whose term is meant to end in 2019, describes the election as the most important in Venezuelan history.?I have come to vote to tell the gringos and the opposition that we want peace, not war, and that we support Maduro,? said voter Ana Contreras.Turnout will be key to determining the legitimacy of the election.But that will be difficult to ascertain, as most voters will be able to vote twice: once by region and once by social or industrial sector.According to polling firm Datanalisis, more than 70 percent of Venezuelans oppose the idea of the new assembly -- and 80 percent reject Maduro?s leadership.?The people are not going to give up the streets until this awful government goes,? protester Carlos Zambrano, 54, told AFP in western Caracas.Venezuelans also protested in Miami, Madrid and various Latin American cities.The number of Venezuelans living abroad has soared as the once-booming oil producer has descended into a devastating economic crisis marked by shortages, runaway inflation, riots and looting.US sanctionsFear of the violence worsening has rippled across the region, and beyond. The US, the EU, Canada and Latin American powers including Argentina, Brazil, Colombia and Mexico have condemned the election.?Maduro?s sham election is another step toward dictatorship,? tweeted US envoy to the United Nations Nikki Haley.Britain?s junior foreign minister Alan Duncan also described the vote as a ?sham,? as did many experts.?The vote means the end of any trace of democratic rule. Maduro?s blatant power grab removes any ambiguity about whether Venezuela is a democracy,? said Michael Shifter, head of the Inter-American Dialogue research center.Several foreign airlines, including Air France, Delta, Avianca and Iberia have suspended flights to Venezuela over security concerns.The US has ordered the families of its diplomats to leave after imposing sanctions on 13 current and former Venezuelan officials.It threatened further sanctions against Caracas.?We will continue to take strong and swift actions against the architects of authoritarianism in Venezuela, including those who participate in the National Constituent Assembly as a result of today?s flawed election,? US State Department spokeswoman Heather Nauert said in a statement."
Deepali Aggarwal,"31 Jul 2017,Monday","Is everyone else in Pak honest, righteous, asks Nawaz Sharif",http://www.hindustantimes.com/world-news/is-everyone-else-in-pakistan-sadiq-and-ameen-nawaz-sharif/story-jB2IHTkDqZSXnmwlfwGIOJ.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ,"While addressing leaders of his party on Saturday, recently ousted Pakistani PM Nawaz Sharif asked if everyone else in the country is ""Sadiq and Ameen"" (honest and righteous). ""I'm proud that I have not been declared ineligible over charges of corruption,"" Sharif said about his disqualification from the country's top post for not disclosing his earnings during the 2013 election.","Nawaz Sharif, still smarting from the shock disqualification by the Supreme Court for dishonesty, wants to know if everyone else in Pakistan was ?Sadiq and Ameen? or honest and righteous.The apex court on Friday disqualified 67-year-old Sharif for dishonesty and ruled that corruption cases be filed against him and his children over the Panama Papers scandal, forcing him to resign from premiership.The court?s ruling stated that Sharif had been dishonest in not disclosing his earnings from a Dubai-based company of his son in his nomination papers during the 2013 general election.One of the apex court judges, Justice Ejaz Afzal Khan, said that Sharif was no longer ?eligible to be an honest member of the parliament?.Addressing leaders of his Pakistan Muslim League-Nawaz (PML-N) on Saturday, Sharif said, ?You should be proud that your leader doesn?t have a stain of corruption on him.??I am proud that I have not been declared ineligible over charges of corruption,? he said at the PML-N?s parliamentary meeting that approved his brother and Punjab chief minister Shehbaz Sharif as his successor.The former premier claimed he did not receive any kickbacks or commissions and never compromised on principles.?When I never took a salary, what would I declare,? he said, referring to the Supreme Court judgement that led to his ouster. ?When you take something, there?s a problem; when you don?t, there?s a problem,? he observed.?Is it only my family that should be held accountable? Is everyone else in this country Sadiq (honest) and Ameen (righteous)?? he asked.?My conscience is clear,? he asserted. ?If I had done something wrong; or took something from this country that was not mine, I would have felt the guilt myself,? he said.Meanwhile, Rehman Malik, former interior minister and a senior member of the Pakistan Peoples Party, has commented that the phrases Sadiq and Amin are part of Pakistan?s Constitution under Article 62 and 63, applicable on public holders and it explains the criterion of ?qualifications for a member of Majlis-i-Shoora (parliament)?.Further, he says that its clause (e) reads: ?Has adequate knowledge of Islamic teachings and practices obligatory duties prescribed by Islam as well as abstains from major sins?.The law under Article 62 also states that he who shall be elected a Member of Parliament should be sagacious, righteous and non-profligate, honest and ameen, there being no declaration to the contrary by a court of law, Malik said in a recent opinion piece in The Nation.However, Malik rued that ?it disheartens the soul to see public office holders including politicians and officials taking cover behind these words - Sadiq and Ameen - and openly being dishonest in their actions and deeds.? "
Deepali Aggarwal,"31 Jul 2017,Monday",Chinese Army capable of defeating invading armies: Prez ,http://www.hindustantimes.com/world-news/chinese-military-has-ability-to-defeat-invading-enemies-president-xi-jinping/story-1cRzc1PUgxyLIip0pcZY6O.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ,"Addressing a military parade on Sunday to mark the 90th anniversary of the country's Army, Chinese President Xi Jinping said the Army has the capability to defeat invading enemies and protect the country's sovereignty. This comes amid the ongoing China-India military standoff over the disputed Doklam region in which China has accused India of trespassing into its territory.","The People?s Liberation Army (PLA) has the capability to defeat ?invading? enemies and protect the country?s sovereignty, President Xi Jinping told China?s armed forces on Sunday amid the Sino-India military standoff at the Donglang area near the Sikkim border.Addressing a military parade to mark the 90th anniversary of the PLA at the Zhurihe combat training base in Inner Mongolia, Xi in camouflage military fatigue, said, ?The PLA has the confidence and capability to defeat all invading enemies and protect China?s national sovereignty, security and development interests.??The PLA also has the confidence and capability to build a stronger military and make new and greater contribution to realising China?s two centenary goals and the Chinese dream of national rejuvenation, and safeguarding world peace,? Xi was quoted as having said by the official media. In this photo released by China's Xinhua News Agency, Chinese People's Liberation Army (PLA) troops perform a flag raising ceremony for the parade.
							(AP)
						There was no direct reference to India or any mention of the ongoing military standoff in the Donglang (Doklam) area in the excerpts of Xi?s speech released by the official media but the reference to ?invading enemies? seems to be clear indication who the Chinese President was talking about.China?s officials and media have repeatedly alleged that Indian troops had ?invaded? and ?illegally trespassed? into Chinese territory in Donglang by crossing an established border in Sikkim.It was the first time that Xi presided over such a large military parade in the field, official news agency, Xinhua reported.The Xinhua report added that Xi stood in an open-roof vehicle that drove slowly past troop formations to a backdrop of military music.In this photo released by China's Xinhua News Agency, Chinese People's Liberation Army (PLA) troops march in formation as they arrive for the military parade.
							(AP)
						The report said: ?Every few moments, Xi called out ?Salute to you, comrades,? to which assembled troops responded ?Hail to you, chairman?.?Xi alternated the greeting with ?Comrades, thanks for your hard work,? to which soldiers replied ?Serve the people!??Follow the Party! Fight to win! Forge exemplary conduct!? Servicemen and women exclaimed to Xi.China has blamed India for the ongoing impasse, accusing Indian soldiers of trespassing and preventing Chinese soldiers from building a road in the region which is also claimed by Bhutan.Beijing wants India to withdraw its troops from Donglang before the two sides can open talks. New Delhi says the road, if built, will have serious security implications for India.Chinese foreign minister, Wang Yi has so far been the highest ranking Chinese politician to have directly blamed India on the military impasse.Wang told reporters in Bangkok last week that the ?problem was very straightforward? and that ?even Indian officials publicly said that Chinese soldiers didn?t enter the Indian territory. In other words, Indian side admitted (crossing) into Chinese territory.?The resolution of the problem is very ?simple?, he said: ?Indian troops have to go out?.Xi?s mentioning of ?invading enemies? is very significant as he is both general secretary of the Communist Party of China (CPC) and chairman of the Central Military Commission."
Aarushi Maheshwari,"31 Jul 2017,Monday",Sierra Leone bans jogging in groups ,https://www.theguardian.com/world/2017/jul/31/sierra-leone-bans-jogging-in-groups-after-police-say-they-are-menacing?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ,"The police has banned jogging in groups in Sierra Leone, citing public order and safety. The police accused people jogging in groups of ""raining insults, obstructing traffic, pounding on vehicles, playing loud music, and snatching property from other members of the public."" It said violators ""will be dealt with according to law. You have been warned.""","Police in Sierra Leone have banned group jogging in the street on the grounds that it encourages disruptive behaviour.?Police headquarters has observed with dismay that people are in the habit of jogging in large numbers along the streets with a hint of menace, raining insults, obstructing traffic, pounding on vehicles, playing loud music, and snatching property from other members of the public,? police in the west African state announced.The letter, dated 27 July, said an immediate ban on such activities was being enforced ?in line with the constitutional consideration for public order and safety?.The announcement caused upset among some in the capital of Freetown. Mohamed Kamara, a civil servant, disputed that there had been any any major incidents caused by joggers. ?We usually team up with neighbourhood youths on weekends to jog to the beach where we play football and return peacefully,? Kamara said.Jogging and playing football in large numbers has helped transform many violent youths within his community, Kamara said.TV celebrity Amadu Lamarana Bah said the restriction was a waste of police time and affected young people who wanted to exercise in a country where cities have few recreational areas. ?I believe there are more serious security issues you must be paying attention to,? Bah said on Facebook.?Armed robbery and gang violence in communities should be your concern not those harmless youths who exercise on weekends.? A local non-government organisation, the Campaign for Human Rights and Development International (CHRDI), called on police to ensure the ban upheld national and international law and freedom of assembly. Group jogging has taken on a political tinge in parts of Sierra Leone. Presidential candidates have organised fun runs in Freetown and the northern town of Makeni, with participants wearing T-shirts bearing the name of the party.The police letter said ?individuals desiring to jog for health reasons? were ?at liberty to do so, but at recreational facilities or at the beach?.But, it added, ?any group of persons now found jogging in the streets without authorisation will be dealt with according to law. You have been warned.?"
Anmol Sharma,"31 Jul 2017,Monday",England players take London Tube to reach Test match venue,http://www.hindustantimes.com/cricket/england-cricketers-take-tube-to-reach-the-oval-for-day-3-s-play-vs-south-africa/story-T2lhTuvEoukGXa1PTvfXKL.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ,"England cricketers took the London Underground (The Tube) to reach The Oval for the third day of the Test against South Africa, the record 100th Test at the stadium. Joe Root, Stuart Broad, James Anderson, and Jonny Bairstow were among those who took the train. Broad was photographed at the platform, looking at an advertisement featuring him alongside other sportspersons.","Before they consolidated their hold on the ongoing third Test at The Oval against South Africa, a few of England cricketers took the underground tube in London to reach the ground which is hosting his record 100th Test match, on Saturday.On a rain-truncated third day of the ongoing third Test, England shot South Africa out for a mere 175, and by the time the play was stopped, the hosts had accumulated an overall lead of 252 runs with nine wickets intact in their second essay.READ | Toby Roland-Jones joins elite England club after heroics against South AfricaEngland had posted an at-par total of 353 in their first innings, and seized control of the Test when debutant Toby Roland-Jones wreaked havoc in the South African ranks, claiming 5 for 57.Roland-Jones was in that bunch of cricketers who on Saturday morning took the London tube from the Bank Station. England captain Joe Root, Stuart Broad, James Anderson, and Jonny Bairstow were among those who took the train like the common London commuter to his workplace.#morningcommute @StuartBroad8 not awkward at all. pic.twitter.com/0uKohIGfRX? Joe Root (@root66) July 29, 2017As they waited for the train to arrive, Broad looked content at an advertisement poster in front of him for UK broadcaster Sky Sports. Broad posted on Instagram about the train travel with his teammates.     #morningcommute #london Off to the Test! ?? A post shared by Stuart Broad (@stuartbroad8) on Jul 29, 2017 at 1:03am PDT While Root and Broad posted on social media about their travel in the tube, there was one man who seemingly enjoyed the journey without actually being there. It was Alex Hales.You can even see the smug look of self-satisfaction from behind him pic.twitter.com/pSm7LKMIXO? Alex Hales (@AlexHales1) July 29, 2017Almost as smug as this one! pic.twitter.com/QvfhdjSyrb? Alex Hales (@AlexHales1) July 29, 2017England were 74 for 1 in their second innings, with Keaton Jennings (34) and Tom Westley (28) at the crease. "
Arshiya Chopra,"31 Jul 2017,Monday",It's like thief attacking cop: BJP on poaching allegations,http://www.hindustantimes.com/india-news/it-s-like-a-thief-attacking-a-cop-javadekar-slams-congress-after-gujarat-poaching-allegations/story-kjQ8BjT9U9hiRIgEzgHJZJ.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ,"Rejecting Congress' claims of its Gujarat MLAs being poached by BJP, Union Minister Prakash Javadekar said, ""It is like a thief attacking a cop."" Talking about Congress' move to send its Gujarat MLAs to Bengaluru to refrain them from shifting parties, Javadekar said their lawmakers were ""enjoying themselves"" there while BJP's were busy providing relief to the state's flood-hit people.","Rejecting the Congress? charge of poaching its MLAs in Gujarat, the BJP has said it had no role in the recent desertion by six of its legislators and wondered whether they were ?purchasable?.It also said that the sole of aim of the Congress was to save its vice president Rahul Gandhi in the country and Ahmed Patel in Gujarat.Taking a dig at the Congress after it ferried its MLAs to Bengaluru to keep its flock together ahead of the August 8 Rajya Sabha polls in Gujarat, Union minister Prakash Javadekar said the lawmakers were ?enjoying themselves? there while those of the BJP were busy providing relief to the flood-hit people in the state.The party shepherded 44 lawmakers on Friday night to the holiday retreat in Karnakata after a spate of resignation of its MLAs amid allegations that the ruling BJP in Gujarat were bribing and coercing them ahead of the August 8 vice-presidential election.?Gujarat Congress leaders are leveling allegations at the BJP in Bengaluru. It is like a thief attacking a cop. If their leaders are leaving them, it has nothing to do with us,? Javadekar told PTI on Sunday after the Congress attacked the saffron party.He noted that senior Congress leaders like Shankersinh Vaghela, a former chief minister and the leader of opposition, its chief whip Balwantsinh Rajput and its spokesperson Tejashreeben Patel have left the party and wondered if the opposition party was suggesting that they could be ?bought?.?They are all strong leaders. Nobody can purchase them. The Congress should look inwards and think why such senior leaders are leaving it. The truth is that its only goal is to save Rahul Gandhi in the country and Ahmed Patel in Gujarat,? he said.Patel is seeking re-election to the Rajya Sabha from Gujarat but defection by a number of Congress MLAs has left the party worried. The BJP has fielded Rajput, who quit the Congress on Thursday, against Patel to further queer his pitch.The Congress was growing weak across the country and it was not BJP?s fault, Javadekar said.In Ahmedabad, chief minister Vijay Rupani alleged that the decision to fly the Congress MLAs to Bengaluru amid flood-like situation in the state was taken by Patel out of his ?greed? to win the election.?Sonia Gandhi?s affection for her son has drowned the Congress in the entire country. Though the citizens rejected Rahul Gandhi?s leadership, Sonia?s ?putramoh? sank Congress. Similarly, Ahmed Patel?s greed to save his Rajya Sabha seat here will sink Gujarat Congress,? he said.According to Rupani, the Congress MLAs from flood-hot Banaskantha and other affected regions should have stayed with the people in this difficult time.?Out of his greed to win the Rajya Sabha poll, he (Patel) sent 40 Congress MLAs to Bengaluru. Some of them belonged to those districts which are badly hit by flood. Patel forced them to leave their constituencies, as he was only concerned about his Rajya Sabha seat,? the chief minister alleged.?The people of Gujarat are watching this. I believe that the Gujarat Congress will sink only because of Ahmed Patel,? he added.Patel, however, refuted Rupani?s allegation and said the Congress MLAs were forced to leave the state by the BJP-led state government.In the 182-member Gujarat Assembly, the strength of the Congress has gone down to 51 from 57 after six of its MLAs tendered their resignations.Party spokesperson Shaktisinh Gohil said the Congress legislators are willing to return home if Rupani promises their safety.?We have been threatened, offered money to defect and some have done so,? Gohil, the Congress MLA for Abdasa in the Kutch region, told reporters in Bengaluru."
